fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,0.48,0.24,0.27,0.102,0.13,0.032,1,0.328,0.56,1,6
0.91,0.22,0.24,0.21,0.078,0.01,0.028,0.999,0.341,0.87,1.03,6
0.99,0.63,0.24,0.24,0.077,0.06,0.033,0.9974,0.309,0.57,0.94,5
0.81,0.825,0.24,0.21,0.084,0.05,0.013,0.9972,0.337,0.77,1.07,6
1.29,0.35,0.49,0.58,0.066,0.05,0.035,1.0014,0.32,0.66,1.2,7
1.12,0.5,0.74,0.515,0.1,0.05,0.017,0.9996,0.322,0.62,1.12,5
0.92,0.59,0.24,0.33,0.101,0.2,0.047,0.9988,0.326,0.67,0.96,5
0.95,0.46,0.49,0.63,0.064,0.05,0.017,0.9988,0.321,0.73,1.1,6
0.93,0.715,0.24,0.21,0.07,0.05,0.02,0.9966,0.312,0.59,0.99,5
1.12,0.66,0.24,0.25,0.085,0.16,0.053,0.9993,0.306,0.72,1.1,6
1.43,0.31,0.74,0.18,0.075,0.06,0.015,1.0008,0.286,0.79,0.84,6
0.91,0.47,0.49,0.26,0.094,0.38,0.106,0.9982,0.308,0.59,0.91,5
0.75,0.55,0.24,0.2,0.078,0.1,0.028,0.9983,0.345,0.78,0.95,6
1.06,0.31,0.49,0.25,0.067,0.06,0.021,0.9987,0.326,0.86,1.07,6
1.24,0.35,0.49,0.26,0.079,0.27,0.069,0.9994,0.312,0.75,1.04,6
0.9,0.53,0.49,0.19,0.171,0.06,0.025,0.9975,0.327,0.61,0.94,6
0.68,0.51,0.01,0.21,0.074,0.09,0.025,0.9958,0.333,0.56,0.95,6
0.94,0.43,0.24,0.28,0.092,0.14,0.045,0.998,0.319,0.73,1,6
0.95,0.46,0.24,0.27,0.092,0.14,0.044,0.998,0.312,0.74,1,6
0.5,1.04,0.24,0.16,0.05,0.32,0.096,0.9934,0.374,0.62,1.15,5
1.55,0.645,0.49,0.42,0.095,0.1,0.023,1.00315,0.292,0.74,1.11,5
1.55,0.645,0.49,0.42,0.095,0.1,0.023,1.00315,0.292,0.74,1.11,5
1.09,0.53,0.49,0.46,0.118,0.1,0.017,1.0002,0.307,0.56,1.17,6
1.56,0.645,0.49,0.42,0.095,0.1,0.023,1.00315,0.292,0.74,1.11,5
1.09,0.53,0.49,0.46,0.118,0.1,0.017,1.0002,0.307,0.56,1.17,6
1.3,0.47,0.49,0.43,0.085,0.06,0.047,1.0021,0.33,0.68,1.27,6
1.27,0.6,0.49,0.28,0.075,0.05,0.019,0.9994,0.314,0.57,1.14,5
0.9,0.44,0.49,0.24,0.078,0.26,0.121,0.9978,0.323,0.58,0.92,5
0.9,0.54,0.49,0.29,0.094,0.41,0.11,0.9982,0.308,0.61,0.92,5
0.76,0.29,0.49,0.27,0.092,0.25,0.06,0.9971,0.331,0.61,1.01,6
1.3,0.47,0.49,0.43,0.085,0.06,0.047,1.0021,0.33,0.68,1.27,6
1.27,0.6,0.49,0.28,0.075,0.05,0.019,0.9994,0.314,0.57,1.14,5
0.87,0.7,0.24,0.25,0.226,0.05,0.015,0.9991,0.332,0.6,0.9,6
0.87,0.7,0.24,0.25,0.226,0.05,0.015,0.9991,0.332,0.6,0.9,6
0.98,0.5,0.49,0.26,0.25,0.05,0.02,0.999,0.331,0.79,1.07,6
0.62,0.36,0.24,0.22,0.095,0.19,0.042,0.9946,0.357,0.57,1.17,6
1.15,0.35,0.49,0.33,0.07,0.1,0.037,1.0003,0.332,0.91,1.1,6
0.62,0.36,0.24,0.22,0.095,0.19,0.042,0.9946,0.357,0.57,1.17,6
1.02,0.24,0.49,0.24,0.075,0.1,0.028,0.9978,0.314,0.61,1.04,5
1.05,0.59,0.49,0.21,0.07,0.14,0.047,0.9991,0.33,0.56,0.96,4
1.06,0.34,0.49,0.32,0.078,0.2,0.078,0.9992,0.319,0.7,1,6
1.23,0.27,0.49,0.31,0.079,0.28,0.046,0.9993,0.32,0.8,1.02,6
0.99,0.5,0.24,0.23,0.103,0.06,0.014,0.9978,0.334,0.52,1,4
0.88,0.44,0.49,0.28,0.083,0.18,0.111,0.9982,0.33,0.6,0.95,5
0.88,0.47,0.49,0.29,0.085,0.17,0.11,0.9982,0.329,0.6,0.98,5
1.06,0.31,0.49,0.22,0.063,0.18,0.04,0.9976,0.314,0.51,0.98,6
1.23,0.5,0.49,0.22,0.089,0.05,0.014,1.0002,0.319,0.44,0.96,5
1.23,0.5,0.49,0.22,0.089,0.05,0.014,1.0002,0.319,0.44,0.96,5
1.17,0.49,0.49,0.22,0.083,0.05,0.015,1,0.319,0.43,0.92,5
1.2,0.28,0.49,0.19,0.074,0.1,0.021,0.9976,0.298,0.66,0.99,7
1.18,0.33,0.49,0.34,0.093,0.54,0.08,1.0002,0.33,0.76,1.07,7
0.76,0.51,0.24,0.24,0.091,0.08,0.038,0.998,0.347,0.66,0.96,6
1.11,0.31,0.49,0.27,0.094,0.16,0.047,0.9986,0.312,1.02,1.06,7
0.73,0.73,0.24,0.19,0.108,0.18,0.102,0.9967,0.326,0.59,0.93,5
0.5,0.42,0.24,0.2,0.06,0.19,0.05,0.9917,0.372,0.74,1.4,8
1.02,0.29,0.49,0.26,0.059,0.05,0.013,0.9976,0.305,0.74,1.05,7
0.9,0.45,0.49,0.26,0.084,0.21,0.075,0.9987,0.335,0.57,0.97,5
0.66,0.39,0.49,0.17,0.07,0.23,0.149,0.9922,0.312,0.5,1.15,6
0.9,0.45,0.49,0.26,0.084,0.21,0.075,0.9987,0.335,0.57,0.97,5
0.99,0.49,0.58,0.35,0.094,0.09,0.043,1.0004,0.329,0.58,0.9,5
0.79,0.72,0.17,0.26,0.096,0.2,0.038,0.9978,0.34,0.53,0.95,5
0.89,0.595,0.41,0.79,0.086,0.3,0.109,0.9998,0.327,0.57,0.93,5
1.24,0.4,0.51,0.2,0.059,0.06,0.024,0.9994,0.304,0.6,0.93,6
1.19,0.58,0.58,0.19,0.071,0.05,0.018,0.998,0.309,0.63,1,6
0.85,0.585,0.18,0.21,0.078,0.05,0.03,0.9967,0.32,0.48,0.98,6
1.27,0.59,0.45,0.23,0.082,0.11,0.022,1,0.3,0.7,0.93,6
0.82,0.915,0.27,0.21,0.088,0.07,0.023,0.9962,0.326,0.47,1,4
1.32,0.46,0.52,0.22,0.071,0.12,0.035,1.0006,0.31,0.56,0.9,6
0.77,0.835,0,0.26,0.081,0.06,0.014,0.9975,0.33,0.52,0.93,5
1.32,0.46,0.52,0.22,0.071,0.12,0.035,1.0006,0.31,0.56,0.9,6
0.83,0.58,0.13,0.29,0.096,0.14,0.063,0.9984,0.317,0.62,0.91,6
0.83,0.6,0.13,0.26,0.085,0.06,0.024,0.9984,0.331,0.59,0.92,6
0.94,0.41,0.48,0.46,0.072,0.1,0.02,0.9973,0.334,0.79,1.22,7
0.88,0.48,0.41,0.33,0.092,0.26,0.052,0.9982,0.331,0.53,1.05,6
1.01,0.65,0.37,0.51,0.11,0.11,0.065,1.0026,0.332,0.64,1.04,6
0.63,0.36,0.19,0.32,0.075,0.15,0.039,0.9956,0.356,0.52,1.27,6
0.88,0.24,0.54,0.25,0.083,0.25,0.057,0.9983,0.339,0.54,0.92,5
1.32,0.38,0.55,0.27,0.081,0.05,0.016,1.0006,0.298,0.54,0.94,5
0.75,0.64,0,0.24,0.077,0.18,0.029,0.9965,0.332,0.6,1,6
0.82,0.39,0.38,0.15,0.058,0.1,0.029,0.9962,0.326,0.74,0.98,5
0.92,0.755,0.18,0.22,0.148,0.1,0.103,0.9969,0.287,1.36,1.02,6
0.96,0.6,0.5,0.23,0.079,0.28,0.071,0.9997,0.35,0.57,0.97,5
0.96,0.6,0.5,0.23,0.079,0.28,0.071,0.9997,0.35,0.57,0.97,5
1.15,0.31,0.51,0.22,0.079,0.14,0.028,0.9982,0.303,0.93,0.98,6
1.14,0.46,0.5,0.27,0.122,0.04,0.017,1.0006,0.313,0.7,1.02,5
1.13,0.37,0.41,0.23,0.088,0.06,0.016,0.9988,0.309,0.8,0.93,5
0.83,0.54,0.24,0.34,0.076,0.16,0.112,0.9976,0.327,0.61,0.94,5
0.82,0.56,0.23,0.34,0.078,0.14,0.104,0.9976,0.328,0.62,0.94,5
1,0.58,0.22,0.19,0.08,0.09,0.032,0.9974,0.313,0.55,0.95,5
0.79,0.51,0.25,0.29,0.077,0.21,0.045,0.9974,0.349,0.96,1.21,6
0.68,0.69,0,0.56,0.124,0.21,0.058,0.9997,0.346,0.72,1.02,5
0.68,0.69,0,0.56,0.124,0.21,0.058,0.9997,0.346,0.72,1.02,5
0.88,0.6,0.29,0.22,0.098,0.05,0.015,0.9988,0.336,0.49,0.91,5
0.88,0.6,0.29,0.22,0.098,0.05,0.015,0.9988,0.336,0.49,0.91,5
0.87,0.54,0.26,0.25,0.097,0.07,0.031,0.9976,0.327,0.6,0.93,6
0.76,0.685,0.23,0.23,0.111,0.2,0.084,0.9964,0.321,0.61,0.93,5
0.87,0.54,0.26,0.25,0.097,0.07,0.031,0.9976,0.327,0.6,0.93,6
1.04,0.28,0.54,0.27,0.105,0.05,0.019,0.9988,0.325,0.63,0.95,5
0.76,0.41,0.14,0.3,0.087,0.21,0.043,0.9964,0.332,0.57,1.05,6
1.01,0.935,0.22,0.34,0.105,0.11,0.086,1.001,0.343,0.64,1.13,4
0.79,0.35,0.21,0.19,0.073,0.46,0.102,0.9964,0.327,0.58,0.95,5
0.87,0.84,0,0.14,0.065,0.24,0.033,0.9954,0.327,0.55,0.97,5
0.96,0.88,0.28,0.24,0.086,0.3,0.147,0.9979,0.324,0.53,0.94,5
0.95,0.885,0.27,0.23,0.084,0.31,0.145,0.9978,0.324,0.53,0.94,5
0.77,0.915,0.12,0.22,0.143,0.07,0.023,0.9964,0.335,0.65,1.02,7
0.89,0.29,0.35,0.19,0.067,0.25,0.057,0.997,0.318,1.36,1.03,6
0.99,0.54,0.45,0.23,0.071,0.16,0.04,0.9991,0.339,0.62,0.94,5
0.95,0.59,0.44,0.23,0.071,0.21,0.068,0.9992,0.346,0.63,0.95,5
0.99,0.54,0.45,0.23,0.071,0.16,0.04,0.9991,0.339,0.62,0.94,5
0.95,0.59,0.44,0.23,0.071,0.21,0.068,0.9992,0.346,0.63,0.95,5
0.99,0.54,0.45,0.23,0.071,0.16,0.04,0.9991,0.339,0.62,0.94,5
0.78,0.64,0.1,0.6,0.115,0.05,0.011,0.9984,0.337,0.69,1.01,7
0.73,0.67,0.05,0.36,0.107,0.06,0.02,0.9972,0.34,0.63,1.01,5
0.83,0.845,0.01,0.22,0.07,0.05,0.014,0.9967,0.332,0.58,1.1,4
0.87,0.48,0.3,0.28,0.066,0.1,0.028,0.9964,0.333,0.67,1.12,7
0.67,0.42,0.27,0.86,0.068,0.24,0.148,0.9948,0.316,0.57,1.13,6
1.07,0.43,0.39,0.22,0.106,0.08,0.032,0.9986,0.289,0.5,0.96,5
0.98,0.88,0.25,0.25,0.104,0.35,0.155,1.001,0.341,0.67,1.12,5
1.59,0.36,0.65,0.75,0.096,0.22,0.071,0.9976,0.298,0.84,1.49,5
0.94,0.33,0.59,0.28,0.079,0.09,0.03,0.9976,0.312,0.54,1.2,6
0.86,0.47,0.47,0.24,0.074,0.07,0.029,0.9979,0.308,0.46,0.95,5
0.97,0.55,0.17,0.29,0.087,0.2,0.053,1.0004,0.314,0.61,0.94,5
1.07,0.43,0.39,0.22,0.106,0.08,0.032,0.9986,0.289,0.5,0.96,5
1.2,0.5,0.59,0.14,0.073,0.23,0.042,0.998,0.292,0.68,1.05,7
0.72,0.52,0.07,0.14,0.074,0.05,0.02,0.9973,0.332,0.81,0.96,6
0.71,0.84,0.02,0.44,0.096,0.05,0.013,0.997,0.341,0.57,1.1,4
0.72,0.52,0.07,0.14,0.074,0.05,0.02,0.9973,0.332,0.81,0.96,6
0.75,0.42,0.31,0.16,0.08,0.15,0.042,0.9978,0.331,0.64,0.9,5
0.72,0.57,0.06,0.16,0.076,0.09,0.027,0.9972,0.336,0.7,0.96,6
1.01,0.28,0.46,0.18,0.05,0.05,0.013,0.9974,0.304,0.79,1.02,6
1.21,0.4,0.52,0.2,0.092,0.15,0.054,1,0.303,0.66,1.02,5
0.94,0.59,0.14,0.2,0.084,0.25,0.048,0.9981,0.314,0.56,0.97,5
0.83,0.49,0.36,0.18,0.222,0.06,0.016,0.998,0.318,0.6,0.95,6
1.13,0.34,0.45,0.2,0.082,0.06,0.015,0.9988,0.294,0.66,0.92,6
1,0.73,0.43,0.23,0.059,0.15,0.031,0.9966,0.315,0.57,1.1,5
1.13,0.34,0.45,0.2,0.082,0.06,0.015,0.9988,0.294,0.66,0.92,6
0.69,0.4,0.24,0.25,0.083,0.3,0.045,0.9959,0.326,0.58,1,5
0.82,0.73,0.21,0.17,0.074,0.05,0.013,0.9968,0.32,0.52,0.95,5
0.98,1.24,0.34,0.2,0.079,0.32,0.151,0.998,0.315,0.53,0.95,5
0.82,0.73,0.21,0.17,0.074,0.05,0.013,0.9968,0.32,0.52,0.95,5
1.08,0.4,0.41,0.22,0.084,0.07,0.017,0.9984,0.308,0.67,0.93,6
0.93,0.41,0.39,0.22,0.064,0.12,0.031,0.9984,0.326,0.65,1.02,5
1.08,0.4,0.41,0.22,0.084,0.07,0.017,0.9984,0.308,0.67,0.93,6
0.86,0.8,0.11,0.23,0.084,0.12,0.031,0.9979,0.34,0.48,0.99,5
0.83,0.78,0.1,0.26,0.081,0.45,0.087,0.9983,0.348,0.53,1,5
1.08,0.26,0.45,0.33,0.06,0.2,0.049,0.9972,0.313,0.54,0.96,5
1.33,0.43,0.58,0.19,0.07,0.15,0.04,1.0004,0.306,0.49,0.9,5
0.8,0.45,0.23,0.22,0.094,0.16,0.029,0.9962,0.321,0.49,1.02,6
0.85,0.46,0.31,0.225,0.078,0.32,0.058,0.998,0.333,0.54,0.98,5
0.81,0.78,0.23,0.26,0.059,0.05,0.015,0.997,0.337,0.56,1.13,5
0.98,0.98,0.32,0.23,0.078,0.35,0.152,0.998,0.325,0.48,0.94,5
0.81,0.78,0.23,0.26,0.059,0.05,0.015,0.997,0.337,0.56,1.13,5
0.71,0.65,0.18,0.18,0.07,0.13,0.04,0.997,0.344,0.6,0.91,5
0.91,0.64,0.23,0.31,0.095,0.13,0.038,0.9998,0.328,0.59,0.97,5
0.77,0.66,0.04,0.16,0.039,0.04,0.009,0.9962,0.34,0.47,0.94,5
0.81,0.38,0.48,0.18,0.157,0.05,0.017,0.9976,0.33,1.05,0.94,5
0.74,1.185,0,0.425,0.097,0.05,0.014,0.9966,0.363,0.54,1.07,3
0.92,0.92,0.24,0.26,0.087,0.12,0.093,0.9998,0.348,0.54,0.98,5
0.86,0.49,0.51,0.2,0.422,0.16,0.062,0.9979,0.303,1.17,0.9,5
0.9,0.48,0.32,0.28,0.084,0.21,0.122,0.9984,0.332,0.62,0.94,5
0.9,0.47,0.31,0.27,0.084,0.24,0.125,0.9984,0.331,0.61,0.94,5
0.51,0.47,0.02,0.13,0.034,0.18,0.044,0.9921,0.39,0.62,1.28,6
0.7,0.65,0.02,0.21,0.066,0.08,0.025,0.9972,0.347,0.67,0.95,6
0.7,0.65,0.02,0.21,0.066,0.08,0.025,0.9972,0.347,0.67,0.95,6
0.94,0.615,0.28,0.32,0.087,0.18,0.072,1.0001,0.331,0.53,0.97,5
1.18,0.38,0.55,0.21,0.071,0.05,0.019,0.9986,0.311,0.62,1.08,6
1.06,1.02,0.43,0.29,0.076,0.26,0.088,0.9984,0.308,0.57,1.01,6
0.7,0.65,0.02,0.21,0.066,0.08,0.025,0.9972,0.347,0.67,0.95,6
0.7,0.64,0.02,0.21,0.067,0.09,0.023,0.997,0.347,0.67,0.94,6
0.75,0.38,0.48,0.26,0.073,0.22,0.084,0.9972,0.332,0.7,0.96,4
0.91,0.765,0.04,0.16,0.078,0.04,0.014,0.998,0.329,0.54,0.97,4
0.84,1.035,0.15,0.6,0.073,0.11,0.054,0.999,0.337,0.49,0.99,5
0.7,0.78,0.08,0.2,0.093,0.1,0.019,0.9956,0.34,0.47,1,5
0.74,0.49,0.19,0.3,0.077,0.16,0.037,0.9966,0.337,0.51,1.05,5
0.78,0.545,0.12,0.25,0.068,0.11,0.035,0.996,0.334,0.61,1.16,6
0.97,0.31,0.47,0.16,0.062,0.13,0.033,0.9983,0.327,0.66,1,6
1.06,1.025,0.43,0.28,0.08,0.21,0.084,0.9985,0.306,0.57,1.01,5
0.89,0.565,0.34,0.3,0.093,0.16,0.112,0.9998,0.338,0.61,0.95,5
0.87,0.69,0,0.32,0.084,0.13,0.033,0.9992,0.336,0.45,0.94,5
0.8,0.43,0.36,0.23,0.075,0.1,0.048,0.9976,0.334,0.46,0.94,5
0.99,0.74,0.28,0.26,0.078,0.21,0.077,0.998,0.328,0.51,0.98,5
0.72,0.49,0.18,0.27,0.069,0.13,0.034,0.9967,0.329,0.48,0.92,6
0.8,0.43,0.36,0.23,0.075,0.1,0.048,0.9976,0.334,0.46,0.94,5
0.76,0.46,0.11,0.26,0.079,0.12,0.049,0.9968,0.321,0.57,1,5
0.84,0.56,0.04,0.2,0.082,0.1,0.022,0.9976,0.322,0.44,0.96,5
0.71,0.66,0,0.39,0.086,0.17,0.045,0.9976,0.346,0.54,0.95,5
0.84,0.56,0.04,0.2,0.082,0.1,0.022,0.9976,0.322,0.44,0.96,5
0.89,0.48,0.24,0.285,0.094,0.35,0.106,0.9982,0.31,0.53,0.92,5
0.76,0.42,0.08,0.27,0.084,0.15,0.048,0.9968,0.321,0.59,1,5
0.71,0.31,0.3,0.22,0.053,0.36,0.127,0.9965,0.294,1.62,0.95,5
0.75,1.115,0.1,0.31,0.086,0.05,0.012,0.9958,0.354,0.6,1.12,4
0.9,0.66,0.17,0.3,0.077,0.05,0.013,0.9976,0.329,0.55,1.04,5
0.81,0.72,0.09,0.28,0.084,0.18,0.049,0.9994,0.343,0.72,1.11,6
0.64,0.57,0.02,0.18,0.067,0.04,0.011,0.997,0.346,0.68,0.95,5
0.64,0.57,0.02,0.18,0.067,0.04,0.011,0.997,0.346,0.68,0.95,5
0.64,0.865,0.03,0.32,0.071,0.27,0.058,0.995,0.361,0.49,1.27,6
0.95,0.55,0.66,0.23,0.387,0.12,0.037,0.9982,0.317,0.67,0.96,5
0.89,0.875,0.13,0.345,0.088,0.04,0.014,0.9994,0.344,0.52,1.15,5
0.73,0.835,0.03,0.21,0.092,0.1,0.019,0.9966,0.339,0.47,0.96,5
0.7,0.45,0.34,0.27,0.082,0.16,0.072,0.998,0.355,0.6,0.95,5
0.77,0.56,0.2,0.2,0.075,0.09,0.039,0.9987,0.348,0.62,0.93,5
0.77,0.965,0.1,0.21,0.112,0.11,0.022,0.9963,0.326,0.5,0.95,5
0.77,0.965,0.1,0.21,0.112,0.11,0.022,0.9963,0.326,0.5,0.95,5
0.82,0.59,0,0.25,0.093,0.19,0.058,1.0002,0.35,0.65,0.93,6
0.9,0.46,0.23,0.28,0.092,0.28,0.104,0.9983,0.31,0.56,0.92,5
0.9,0.69,0,0.24,0.088,0.19,0.038,0.999,0.335,0.6,0.93,5
0.83,0.76,0.29,0.42,0.075,0.12,0.016,0.9965,0.345,0.68,1.15,6
0.92,0.53,0.24,0.26,0.078,0.28,0.139,0.99788,0.321,0.57,0.95,5
0.65,0.615,0,0.19,0.065,0.09,0.018,0.9972,0.346,0.65,0.92,5
1.16,0.41,0.58,0.28,0.096,0.25,0.101,1.00024,0.313,0.53,1,5
1.11,0.39,0.54,0.27,0.095,0.21,0.101,1.0001,0.313,0.51,0.95,5
0.73,0.51,0.18,0.21,0.07,0.12,0.028,0.99768,0.352,0.73,0.95,6
0.82,0.34,0.38,0.25,0.08,0.12,0.057,0.9978,0.33,0.47,0.9,6
0.86,0.33,0.4,0.26,0.083,0.16,0.068,0.99782,0.33,0.48,0.94,5
0.72,0.5,0.18,0.21,0.071,0.12,0.031,0.99761,0.352,0.72,0.96,6
0.73,0.51,0.18,0.21,0.07,0.12,0.028,0.99768,0.352,0.73,0.95,6
0.83,0.65,0.1,0.29,0.089,0.17,0.04,0.99803,0.329,0.55,0.95,5
0.83,0.65,0.1,0.29,0.089,0.17,0.04,0.99803,0.329,0.55,0.95,5
0.76,0.54,0.13,0.25,0.097,0.24,0.066,0.99785,0.339,0.61,0.94,5
0.83,0.65,0.1,0.29,0.089,0.17,0.04,0.99803,0.329,0.55,0.95,5
0.78,0.48,0.68,0.17,0.415,0.14,0.032,0.99656,0.309,1.06,0.91,6
0.78,0.91,0.07,0.19,0.058,0.22,0.047,0.99525,0.351,0.43,1.07,6
0.63,0.98,0.01,0.2,0.057,0.15,0.033,0.99488,0.36,0.46,1.12,6
0.81,0.87,0,0.22,0.084,0.1,0.031,0.99656,0.325,0.5,0.98,5
0.81,0.87,0,0.22,0.084,0.1,0.031,0.99656,0.325,0.5,0.98,5
0.88,0.42,0.21,0.25,0.092,0.33,0.088,0.99823,0.319,0.52,0.92,5
0.9,0.58,0.25,0.28,0.075,0.09,0.104,0.99779,0.323,0.57,0.97,5
0.93,0.655,0.26,0.2,0.096,0.05,0.035,0.99738,0.325,0.42,0.96,5
0.88,0.7,0,0.17,0.069,0.08,0.019,0.99701,0.331,0.53,1,6
0.93,0.655,0.26,0.2,0.096,0.05,0.035,0.99738,0.325,0.42,0.96,5
0.91,0.68,0.11,0.28,0.093,0.11,0.044,0.99888,0.331,0.55,0.95,6
0.92,0.67,0.1,0.3,0.091,0.12,0.048,0.99888,0.331,0.54,0.95,6
0.88,0.59,0.18,0.29,0.089,0.12,0.074,0.99738,0.314,0.54,0.94,5
0.75,0.6,0.32,0.27,0.103,0.13,0.098,0.99938,0.345,0.62,0.95,5
0.71,0.59,0.02,0.23,0.082,0.24,0.094,0.99744,0.355,0.53,0.97,6
0.79,0.72,0.01,0.19,0.076,0.07,0.032,0.99668,0.339,0.54,0.96,5
0.71,0.59,0.02,0.23,0.082,0.24,0.094,0.99744,0.355,0.53,0.97,6
0.94,0.685,0.26,0.24,0.082,0.23,0.143,0.9978,0.328,0.55,0.94,5
0.95,0.57,0.27,0.23,0.082,0.23,0.144,0.99782,0.327,0.55,0.94,5
0.79,0.4,0.29,0.18,0.157,0.01,0.044,0.9973,0.33,0.92,0.95,6
0.79,0.4,0.3,0.18,0.157,0.02,0.045,0.99727,0.331,0.91,0.95,6
0.72,1,0,0.3,0.102,0.07,0.016,0.99586,0.343,0.46,1,5
0.69,0.765,0.18,0.24,0.243,0.055,0.048,0.99612,0.34,0.6,1.03,6
0.69,0.635,0.17,0.24,0.241,0.06,0.018,0.9961,0.34,0.59,1.03,6
0.83,0.43,0.3,0.34,0.079,0.07,0.034,0.99788,0.336,0.61,1.05,5
0.71,0.52,0.03,0.26,0.076,0.21,0.092,0.99745,0.35,0.6,0.98,5
0.7,0.57,0,0.2,0.19,0.12,0.045,0.99676,0.331,0.6,0.94,6
0.65,0.46,0.14,0.24,0.114,0.09,0.037,0.99732,0.366,0.65,0.98,5
0.9,0.82,0.05,0.24,0.081,0.26,0.096,0.99814,0.336,0.53,1,5
0.65,0.46,0.14,0.24,0.114,0.09,0.037,0.99732,0.366,0.65,0.98,5
0.71,0.59,0.01,0.25,0.077,0.2,0.085,0.99746,0.355,0.59,0.98,5
0.99,0.35,0.41,0.23,0.083,0.11,0.061,0.9982,0.321,0.5,0.95,5
0.99,0.35,0.41,0.23,0.083,0.11,0.061,0.9982,0.321,0.5,0.95,5
1,0.56,0.24,0.22,0.079,0.19,0.058,0.9991,0.318,0.56,1.01,6
1,0.56,0.24,0.22,0.079,0.19,0.058,0.9991,0.318,0.56,1.01,6
0.86,0.63,0.17,0.29,0.099,0.21,0.119,0.998,0.309,0.52,0.93,5
0.74,0.37,0.43,0.26,0.082,0.18,0.082,0.99708,0.333,0.68,0.97,6
0.88,0.64,0.17,0.29,0.084,0.25,0.13,0.99818,0.323,0.54,0.96,5
0.71,0.61,0.02,0.25,0.081,0.17,0.087,0.99745,0.348,0.6,0.97,6
0.77,0.6,0,0.26,0.055,0.07,0.013,0.99639,0.338,0.56,1.08,5
1.01,0.27,0.54,0.23,0.065,0.07,0.026,0.99531,0.317,0.53,1.25,6
1.08,0.89,0.3,0.26,0.132,0.07,0.06,0.99786,0.299,1.18,1.02,5
0.87,0.46,0.31,0.25,0.126,0.24,0.064,0.99746,0.31,0.74,0.96,5
0.93,0.37,0.44,0.16,0.038,0.21,0.042,0.99526,0.324,0.81,1.08,7
0.94,0.5,0.34,0.36,0.082,0.05,0.014,0.9987,0.329,0.52,1.07,6
0.94,0.5,0.34,0.36,0.082,0.05,0.014,0.9987,0.329,0.52,1.07,6
0.72,0.61,0.08,0.4,0.082,0.26,0.108,0.99641,0.325,0.51,0.94,5
0.86,0.55,0.09,0.33,0.068,0.08,0.017,0.99735,0.323,0.44,1,5
